NAME,DRUG SMILES,FRAG_SMILES,docking score ,Molecular Weight,LogP,#Rotatable Bonds,#Acceptors,#Donors,Surface Area,"Absorption
Water solubility","Absorption
Caco2 permeability","Absorption
Intestinal absorption (human)","Absorption
Skin Permeability","Absorption
P-glycoprotein substrate","Absorption
P-glycoprotein I inhibitor","Absorption
P-glycoprotein II inhibitor","Distribution
VDss (human)","Distribution
Fraction unbound (human)","Distribution
BBB permeability","Distribution
CNS permeability","Metabolism
CYP2D6 substrate","Metabolism
CYP3A4 substrate","Metabolism
CYP1A2 inhibitior","Metabolism
CYP2C19 inhibitior","Metabolism
CYP2C9 inhibitior","Metabolism
CYP2D6 inhibitior","Metabolism
CYP3A4 inhibitior","Excretion
Total Clearance","Excretion
Renal OCT2 substrate","Toxicity
AMES toxicity","Toxicity
Max. tolerated dose (human)","Toxicity
hERG I inhibitor","Toxicity
hERG II inhibitor","Toxicity
Oral Rat Acute Toxicity (LD50)","Toxicity
Oral Rat Chronic Toxicity (LOAEL)","Toxicity
Hepatotoxicity","Toxicity
Skin Sensitisation","Toxicity
T.Pyriformis toxicity","Toxicity
Minnow toxicity"
Decitabine,C1[C@@H]([C@H](O[C@H]1N2C=NC(=NC2=O)N)CO)O,Cn1cnc(N)nc1=O,-5.1,126.119,-1.2425,0,5,1,51.167,-0.702,0.693,93.432,-3.398,No,No,No,-0.49,0.829,-0.242,-3.016,No,No,No,No,No,No,No,0.608,No,No,1.205,No,No,1.975,0.557,No,No,-0.347,3.086
Cytarabine,C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,Cn1ccc(N)nc1=O,-5.5,125.131,-0.6375,0,4,1,51.947,-0.369,1.098,94.818,-3.453,No,No,No,-0.404,0.803,-0.398,-2.939,No,No,No,No,No,No,No,0.584,No,No,0.979,No,No,2.207,2.354,No,No,-0.278,3.093
Floxuridine,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)F)CO)O,Cn1cc(F)c(=O)[nH]c1=O,-5.3,144.105,-0.7873,0,3,1,54.934,-1.196,1.118,92.51,-3.49,No,No,No,-0.275,0.739,-0.291,-3.027,No,No,No,No,No,No,No,0.659,No,No,1.376,No,No,1.964,1.306,No,No,-0.174,3.067
Pemetrexed,C1=CC(=CC=C1CCC2=CNC3=C2C(=O)NC(=N3)N)C(=O)N[C@@H](CCC(=O)O)C(=O)O,CC(=O)c1ccc(CCc2c[nH]c3nc(N)[nH]c(=O)c23)cc1,-7,296.33,1.8212,4,4,3,125.941,-2.856,0.36,76.754,-2.746,Yes,No,No,-0.038,0.159,-1.331,-2.841,Yes,Yes,Yes,No,Yes,No,No,0.153,No,No,0.326,No,Yes,2.438,2.16,Yes,No,0.305,1.415
Clofarabine,C1=NC2=C(N=C(N=C2N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)Cl)N,Cn1cnc2c(N)nc(Cl)nc21,-5.2,183.602,0.5989,0,5,1,73.199,-1.863,0.583,96.794,-2.772,No,No,No,-0.085,0.658,-0.807,-3.017,No,No,Yes,No,No,No,No,0.54,No,Yes,0.042,No,No,2.487,0.485,Yes,No,0.285,2.514
Azacitidine,C1=NC(=NC(=O)N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N,Cn1cnc(N)nc1=O,-5.1,126.119,-1.2425,0,5,1,51.167,-0.702,0.693,93.432,-3.398,No,No,No,-0.49,0.829,-0.242,-3.016,No,No,No,No,No,No,No,0.608,No,No,1.205,No,No,1.975,0.557,No,No,-0.347,3.086
Raltitrexed,CC1=NC2=C(C=C(C=C2)CN(C)C3=CC=C(S3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)N1,CCc1ccc2nc(C)[nH]c(=O)c2c1,-6.1,188.23,1.79392,1,2,1,81.809,-2.707,1.227,94.273,-3.185,Yes,No,No,0.193,0.383,0.415,-2.128,No,No,Yes,No,No,No,No,0.71,No,No,0.568,No,No,2.091,1.812,No,No,0.59,1.362
Capecitabine,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@H]2[C@@H]([C@@H]([C@H](O2)C)O)O,CNc1nc(=O)n(C)cc1F,-5.1,157.148,-0.0389,1,4,1,62.687,-1.009,1.199,96.741,-2.921,No,No,No,-0.367,0.687,-0.209,-3.124,No,No,No,No,No,No,No,0.603,No,No,1.349,No,No,2.344,0.697,Yes,No,0.132,2.463
Tegafur,C1CC(OC1)N2C=C(C(=O)NC2=O)F,Cn1cc(F)c(=O)[nH]c1=O,-5.3,144.105,-0.7873,0,3,1,54.934,-1.196,1.118,92.51,-3.49,No,No,No,-0.275,0.739,-0.291,-3.027,No,No,No,No,No,No,No,0.659,No,No,1.376,No,No,1.964,1.306,No,No,-0.174,3.067
Trifluridine,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O,Cn1cc(C(F)(F)F)c(=O)[nH]c1=O,-6.5,194.112,0.0924,0,3,1,69.63,-2.282,1.172,99.228,-3.399,No,No,No,-0.411,0.656,-0.277,-3.003,No,No,No,No,No,No,No,0.622,No,No,1.035,No,No,2.663,1.461,No,No,0.432,3.148
Vidarabine,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N,C[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,-5.2,148.158,-1.5122,1,4,3,59.054,-0.232,0.427,74.006,-3.595,No,No,No,-0.202,0.858,-0.616,-3.844,No,No,No,No,No,No,No,0.601,No,No,1.849,No,No,1.056,2.749,No,No,0.216,3.23
Zidovudine,CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-],C[C@H]1C[C@H](N=[N+]=[N-])[C@@H](CO)O1,-5.7,157.173,0.835,2,3,1,64.6,-0.646,0.733,92.727,-3.627,No,No,No,0.098,0.79,-0.376,-3.049,No,No,No,No,No,No,No,0.409,No,Yes,0.761,No,No,2.92,0.588,No,Yes,-0.662,2.485
Stavudine,CC1=CN(C(=O)NC1=O)[C@H]2C=C[C@H](O2)CO,Cc1cn(C)c(=O)[nH]c1=O,-5.1,140.142,-0.61798,0,3,1,57.134,-1.285,1.107,90.913,-3.835,No,No,No,-0.188,0.757,-0.342,-2.961,No,No,No,No,No,No,No,0.781,No,No,1.107,No,No,1.816,1.407,No,No,-0.631,2.972
Ribavirin,C1=NC(=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N,C[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,-5.1,148.158,-1.5122,1,4,3,59.054,-0.232,0.427,74.006,-3.595,No,No,No,-0.202,0.858,-0.616,-3.844,No,No,No,No,No,No,No,0.601,No,No,1.849,No,No,1.056,2.749,No,No,0.216,3.23
Didanosine,C1C[C@@H](O[C@@H]1CO)N2C=NC3=C2N=CNC3=O,Cn1cnc2c(=O)[nH]cnc21,-5.5,150.141,-0.3434,0,4,1,61.718,-1.923,1.356,98.875,-2.735,Yes,No,No,0.102,0.737,-0.43,-3.052,No,No,No,No,No,No,No,0.585,No,Yes,0.521,No,No,2.503,0.755,No,No,0.285,2.537
Abemaciclib,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,CCc1ccc(C)nc1,-5.9,121.183,1.95242,1,1,0,55.746,-1.086,1.502,97.827,-2.074,No,No,No,0.008,0.578,0.235,-2.463,No,No,Yes,No,No,No,No,0.341,No,No,0.995,No,No,2.079,1.929,No,Yes,-0.061,1.643
Acalabrutinib,CC#CC(=O)N1CCC[C@H]1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,Cc1nc([C@@H]2CCCN2C)n2ccnc(N)c12,-6.5,231.303,1.38662,1,5,1,100.272,-1.945,1.161,95.82,-2.735,Yes,No,No,0.543,0.686,-0.297,-2.99,No,No,Yes,No,No,No,No,0.764,No,Yes,0.137,No,No,2.569,0.404,Yes,No,0.285,2.621
Clindamycin,CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)[C@H](C)Cl,CN[C@@H]([C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O)[C@H](C)Cl,-5.5,285.793,-0.6277,4,6,4,110.49,-0.855,0.351,71.914,-2.881,No,No,No,-0.141,0.729,-0.946,-4.271,No,No,No,No,No,No,No,0.783,No,Yes,0.874,No,No,2.377,3.11,No,No,0.284,2.289
Afatinib,CN(C)C/C=C/C(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)O[C@H]4CCOC4,CNc1cc2c(C)ncnc2cc1C,-6.2,187.246,2.28834,1,3,1,83.197,-2.093,1.377,94.194,-2.541,No,No,No,-0.078,0.334,0.518,-1.977,No,No,Yes,No,No,No,No,0.614,No,Yes,0.418,No,No,2.123,2.074,No,No,0.407,1.031
Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,Cc1ccnc(C(C)(C)C(F)(F)F)c1,-5.8,203.207,3.22992,1,1,0,80.972,-3.002,1.601,94.549,-1.934,No,No,No,-0.024,0.432,0.444,-2.721,No,No,Yes,No,No,No,No,0.423,No,No,0.762,No,No,2.646,1.147,No,No,1.894,1.845
Acetic acid,CC(=O)O,CC(C)=O,-3.1,58.08,0.5953,0,1,0,25.631,0.094,1.489,100,-2.796,Yes,No,No,-0.135,0.751,-0.016,-2.484,No,No,No,No,No,No,No,0.637,No,No,1.2,No,No,2.03,1.675,No,No,-1.093,2.539
Belinostat,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)/C=C/C(=O)NO,CCc1cccc(S(C)(=O)=O)c1,-5.6,184.26,1.6525,2,2,0,73.152,-2.004,1.588,97.299,-2.004,No,No,No,0.005,0.381,0.359,-1.932,No,No,Yes,No,No,No,No,0.922,No,No,0.987,No,No,2.1,2.365,No,Yes,0.735,1.098
Binimetinib,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)F)C(=O)NOCCO,CC(=O)c1cc2c(ncn2C)c(F)c1C,-6.5,206.22,2.22342,1,3,0,86.539,-2.915,1.126,91.823,-2.744,Yes,No,No,-0.819,0.324,0.513,-2.316,No,No,Yes,No,No,No,No,0.695,Yes,No,-0.009,No,No,2.169,1.965,No,No,0.285,0.991
Ibutilide,CCCCCCCN(CC)CCCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,CCCCC(O)c1ccc(NC)cc1,-6.7,193.29,2.9519,5,2,2,85.965,-2.742,0.956,92.885,-2.328,Yes,No,No,0.429,0.307,0.055,-1.646,No,No,Yes,Yes,No,No,No,0.463,No,No,0.595,No,No,2.052,2.584,No,Yes,0.562,0.447
Bosutinib,CN1CCN(CC1)CCCOC2=C(C=C3C(=C2)N=CC(=C3NC4=CC(=C(C=C4Cl)Cl)OC)C#N)OC,COc1cc2c(C)c(C#N)cnc2cc1C,-6.9,212.252,2.73192,1,3,0,94.299,-3.306,1.317,97.095,-2.278,No,No,No,0.069,0.196,0.111,-2.084,No,No,Yes,No,No,No,No,0.672,No,No,0.397,No,No,2.259,1.952,No,No,1.015,1.214
Brigatinib,CN1CCN(CC1)C2CCN(CC2)C3=CC(=C(C=C3)NC4=NC=C(C(=N4)NC5=CC=CC=C5P(=O)(C)C)Cl)OC,Cc1ncc(Cl)c(C)n1,-5.5,142.589,1.74684,0,2,0,58.904,-1.001,1.566,96.615,-2.574,No,No,No,-0.205,0.595,0.073,-2.628,No,No,No,No,No,No,No,0.351,No,No,1.19,No,No,2.352,1.981,No,Yes,0.067,1.962
Cabozantinib,COC1=CC2=C(C=CN=C2C=C1OC)OC3=CC=C(C=C3)NC(=O)C4(CC4)C(=O)NC5=CC=C(C=C5)F,COc1cc2nccc(C)c2cc1OC,-6,203.241,2.56042,2,3,0,88.655,-2.902,1.219,97.03,-2.234,No,No,No,0.028,0.28,0.143,-2.225,No,No,Yes,No,No,No,No,0.676,No,No,0.946,No,No,2.11,2.147,No,No,0.758,0.491
Capmatinib,CNC(=O)C1=C(C=C(C=C1)C2=NN3C(=CN=C3N=C2)CC4=CC5=C(C=C4)N=CC=C5)F,Cc1cnc2ncc(Cc3ccc4ncccc4c3)n2n1,-7.8,275.315,2.57172,2,5,0,120.865,-2.909,1.393,97.948,-2.735,No,No,No,0.008,0.306,0.631,-2.25,No,No,Yes,Yes,No,No,Yes,0.97,Yes,Yes,0.465,No,Yes,2.213,0.648,No,No,0.285,-0.074
Carfilzomib,CC(C)C[C@@H](C(=O)[C@]1(CO1)C)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC3=CC=CC=C3)NC(=O)CN4CCOCC4,CN[C@@H](Cc1ccccc1)C(C)=O,-5.9,177.247,1.4061,4,2,1,78.967,-1.076,1.62,95.458,-2.078,No,No,No,0.699,0.441,0.224,-1.688,No,No,Yes,No,No,Yes,No,1.032,Yes,No,0.435,No,No,2.344,1.428,Yes,Yes,0.259,1.407
Lactic acid,CC(C(=O)O)O,CO,-2.4,32.042,-0.3915,0,1,1,13.533,1.075,1.469,98.165,-3.145,Yes,No,No,-0.171,0.827,-0.046,-2.566,No,No,No,No,No,No,No,0.526,No,No,1.427,No,No,2.029,1.418,No,No,-1.918,3.041
Ceritinib,CC1=CC(=C(C=C1C2CCNCC2)OC(C)C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl,Cc1cc(C)c(C2CCNCC2)cc1C,-6.8,203.329,3.07886,1,1,1,92.895,-3.089,1.328,94.354,-1.687,No,No,No,1.342,0.427,0.679,-2.095,No,No,No,No,No,Yes,No,0.952,Yes,No,0.245,No,No,2.415,1.31,Yes,Yes,1.471,0.877
Cobimetinib,C1CCN[C@@H](C1)C2(CN(C2)C(=O)C3=C(C(=C(C=C3)F)F)NC4=C(C=C(C=C4)I)F)O,CC(=O)c1ccc(F)c(F)c1C,-5.9,170.158,2.47582,1,1,0,69.019,-2.92,1.206,96.223,-2.371,No,No,No,-0.067,0.389,0.42,-2.052,No,No,Yes,No,No,No,No,0.485,No,No,1.403,No,No,1.926,2.186,No,No,0.667,1.23
Copanlisib,COC1=C(C=CC2=C3NCCN3C(=NC(=O)C4=CN=C(N=C4)N)N=C21)OCCCN5CCOCC5,CCCCOc1ccc2c3n(c(=NC)nc2c1OC)CCN3,-6.4,302.378,2.1798,5,6,1,129.348,-3.406,1.247,96.774,-2.988,Yes,No,No,0.258,0.228,0.05,-2.948,No,Yes,Yes,Yes,No,No,No,0.805,No,No,0.122,No,No,2.487,1.371,Yes,No,0.991,1.095
Crizotinib,C[C@H](C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N,CC(C)c1c(Cl)ccc(F)c1Cl,-5.7,207.075,4.2559,1,0,0,81.298,-4.836,1.339,92.686,-1.041,No,No,No,0.321,0.211,0.472,-1.499,No,No,Yes,No,No,No,No,0.191,No,No,0.93,No,No,2.145,1.518,No,No,2.255,0.151
Dabrafenib,CC(C)(C)C1=NC(=C(S1)C2=NC(=NC=C2)N)C3=C(C(=CC=C3)NS(=O)(=O)C4=C(C=CC=C4F)F)F,CNc1cccc(C)c1F,-6.3,139.173,2.17582,1,1,1,59.877,-1.735,1.611,92.946,-1.712,No,No,No,0.096,0.404,0.455,-1.615,No,No,Yes,No,No,No,No,0.218,No,No,0.782,No,No,2.201,2.106,No,Yes,0.321,1.126
Citric acid,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,CC(=O)CC(O)(CC(C)=O)C(C)=O,-4.7,186.207,0.2647,5,4,1,76.938,0.024,0.798,87.908,-3.081,No,No,No,-0.321,0.725,-0.22,-2.993,No,No,No,No,No,No,No,0.882,No,No,1.074,No,No,1.822,2.696,No,No,-0.31,2.399
Decitabine,C[C@@H](C1=CC2=C(C(=CC=C2)Cl)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5,CC(C)c1cc2cccc(Cl)c2c(=O)n1C,-7,235.714,3.3153,1,2,0,99.467,-4.011,1.481,97.097,-1.66,No,No,No,0.322,0.197,0.252,-1.803,No,No,Yes,Yes,No,No,No,0.156,No,No,0.336,No,No,2.016,1.06,No,No,2.079,0.144
Enasidenib,CC(C)(CNC1=NC(=NC(=N1)C2=NC(=CC=C2)C(F)(F)F)NC3=CC(=NC=C3)C(F)(F)F)O,Cc1ccnc(C(F)(F)F)c1,-6,161.126,2.40882,0,1,0,61.878,-1.993,1.673,95.068,-2.153,Yes,No,No,-0.141,0.535,0.251,-2.679,No,No,Yes,No,No,No,No,0.444,No,No,0.884,No,No,2.733,2.07,No,Yes,1.145,2.031
Entrectinib,CN1CCN(CC1)C2=CC(=C(C=C2)C(=O)NC3=NNC4=C3C=C(C=C4)CC5=CC(=CC(=C5)F)F)NC6CCOCC6,CNc1n[nH]c2ccc(Cc3cc(F)cc(F)c3)cc12,-7.2,273.286,3.4736,3,2,2,114.178,-3.755,0.739,91.054,-2.737,Yes,No,No,0.025,0.078,0.03,-0.61,Yes,Yes,Yes,Yes,Yes,No,No,0.193,No,Yes,0.357,No,Yes,2.405,1.558,Yes,No,0.326,2.277
Erdafitinib,CC(C)NCCN(C1=CC2=NC(=CN=C2C=C1)C3=CN(N=C3)C)C4=CC(=CC(=C4)OC)OC,Cc1ccc2ncc(C)nc2c1,-5.7,158.204,2.24664,0,2,0,71.282,-2.207,1.302,97.712,-2.112,No,No,No,0.002,0.327,0.057,-2.065,No,No,Yes,No,No,No,No,0.731,No,Yes,0.558,No,No,2.094,2.222,No,No,0.374,1.303
Melatonin,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,CNCCc1c[nH]c2ccc(OC)cc12,-6.4,204.273,1.9384,4,2,2,89.445,-2.041,1.228,95.056,-2.506,Yes,No,No,1.039,0.407,0.115,-1.576,Yes,No,Yes,No,No,No,No,1.187,No,No,0.187,No,No,2.506,2.055,No,No,0.622,1.224
Etoposide phosphate,C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)OP(=O)(O)O)OC)O)O,COc1cc([C@@H]2c3cc4c(cc3[C@@H](C)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OP(=O)(O)O,-8.7,478.39,2.9422,5,8,2,189.101,-4.676,0.62,86.183,-2.736,Yes,Yes,Yes,-0.693,0.048,-0.982,-3.525,No,Yes,No,No,No,No,No,-0.005,No,No,-0.005,No,No,2.492,3.18,No,No,0.285,1.237
Fedratinib,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)OCCN4CCCC4,CCCOc1ccc(C)cc1,-5.5,150.221,2.78382,3,1,0,68.005,-2.873,1.326,96.026,-1.642,No,No,No,0.309,0.325,0.591,-1.905,No,No,Yes,No,No,No,No,0.306,No,No,1.209,No,No,1.817,2.17,No,Yes,0.617,0.951
Glasdegib,CN1CC[C@H](C[C@@H]1C2=NC3=CC=CC=C3N2)NC(=O)NC4=CC=C(C=C4)C#N,CN[C@@H]1CCN(C)[C@@H](c2nc3ccccc3[nH]2)C1,-6.8,244.342,1.9176,2,3,2,107.4,-2.602,1.226,89.261,-2.735,Yes,No,No,0.163,0.266,0.325,-0.441,No,No,Yes,No,No,No,No,1.056,Yes,Yes,0.214,No,No,2.379,1.381,Yes,No,0.285,2.792
Gilteritinib,CCC1=C(N=C(C(=N1)C(=O)N)NC2=CC(=C(C=C2)N3CCC(CC3)N4CCN(CC4)C)OC)NC5CCOCC5,CCc1nc(C(N)=O)c(C)nc1C,-5.6,179.223,0.75474,2,3,1,77.197,-1.925,0.731,88.369,-3.274,No,No,No,-0.242,0.635,-0.111,-2.949,No,No,No,No,No,No,No,0.571,No,No,1.117,No,No,2.359,2.653,Yes,No,-0.312,2.632
Ibrutinib,C=CC(=O)N1CCC[C@H](C1)N2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)N,Cc1nn(C)c2ncnc(N)c12,-5.8,163.184,0.25392,0,5,1,69.229,-2.694,1.502,96.748,-2.854,No,No,No,0.056,0.605,0.077,-2.985,No,No,No,No,No,No,No,0.573,No,No,0.908,No,No,2.24,1.168,Yes,No,0.231,1.66
Idelalisib,CC[C@@H](C1=NC2=C(C(=CC=C2)F)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5,CC[C@H](C)c1nc2cccc(F)c2c(=O)n1C,-7.2,234.274,2.5861,2,3,0,98.914,-3.409,1.532,97.848,-2.201,No,No,No,0.029,0.245,0.491,-2.115,No,No,Yes,Yes,No,No,No,0.725,No,No,0.766,No,No,2.085,1.975,No,No,1.106,0.272
Ivosidenib,C1CC(=O)N([C@@H]1C(=O)N(C2=CC(=CN=C2)F)[C@@H](C3=CC=CC=C3Cl)C(=O)NC4CC(C4)(F)F)C5=NC=CC(=C5)C#N,Cc1cc(C#N)ccn1,-5.9,118.139,1.2617,0,2,0,53.774,-0.597,1.502,95.513,-2.669,Yes,No,No,-0.142,0.621,-0.243,-2.624,No,No,No,No,No,No,No,0.677,No,No,1.006,No,No,2.246,1.625,No,Yes,-0.353,2.286
Ixazomib,B([C@H](CC(C)C)NC(=O)CNC(=O)C1=C(C=CC(=C1)Cl)Cl)(O)O,CC(=O)c1cc(Cl)ccc1Cl,-4.9,189.041,3.196,1,1,0,74.929,-3.455,1.17,93.931,-1.961,No,No,No,0.098,0.339,0.343,-1.969,No,No,Yes,No,No,No,No,0.164,No,No,1.152,No,No,2.229,1.968,No,No,1.106,0.84
Larotrectinib,C1C[C@@H](N(C1)C2=NC3=C(C=NN3C=C2)NC(=O)N4CC[C@@H](C4)O)C5=C(C=CC(=C5)F)F,CN1CCC[C@@H]1c1cc(F)ccc1F,-6.5,197.228,2.7315,1,1,0,82.341,-2.297,1.37,92.799,-2.306,No,No,No,0.754,0.43,0.661,-1.926,Yes,No,No,No,No,No,No,0.733,No,No,0.491,No,No,2.535,1.822,No,No,1.251,1.134
Lenvatinib,COC1=CC2=NC=CC(=C2C=C1C(=O)N)OC3=CC(=C(C=C3)NC(=O)NC4CC4)Cl,COc1cc2nccc(C)c2cc1C(N)=O,-6.3,216.24,1.65072,2,3,1,93.043,-2.724,1.297,96.214,-2.737,Yes,No,No,0.068,0.277,-0.319,-2.9,No,No,Yes,No,No,No,No,0.659,No,No,0.822,No,No,1.921,1.288,No,No,0.649,1.003
Gefitinib,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4,CCCCOc1cc2c(C)ncnc2cc1OC,-6.3,246.31,3.12572,5,4,0,106.969,-3.466,1.376,96.989,-2.473,No,No,No,-0.083,0.219,-0.025,-2.39,No,No,Yes,Yes,No,No,No,0.914,No,No,0.929,No,No,2.477,2.179,Yes,No,0.875,0.707
Lutetium Lu 177 dotatate,C[C@H]([C@H]1C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)NC(=O)[C@@H](CC5=CC=CC=C5)NC(=O)CN6CCN(CCN(CCN(CC6)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])C(=O)N[C@@H]([C@@H](C)O)C(=O)O)O.[177Lu+3],CN[C@H](Cc1ccccc1)C(C)=O,-5.3,177.247,1.4061,4,2,1,78.967,-1.076,1.62,95.458,-2.078,No,No,No,0.699,0.441,0.224,-1.688,No,No,Yes,No,No,Yes,No,1.032,Yes,No,0.435,No,No,2.344,1.428,Yes,Yes,0.259,1.407
Mavorixafor,C1C[C@@H](C2=C(C1)C=CC=N2)N(CCCCN)CC3=NC4=CC=CC=C4N3,C[C@H]1CCCc2cccnc21,-6,147.221,2.5214,0,1,0,67.47,-2.439,1.582,97.397,-1.621,No,No,No,0.268,0.369,0.367,-1.967,No,No,Yes,No,No,No,No,0.198,No,No,0.687,No,No,1.852,2.079,Yes,Yes,0.832,0.955
Melphalan flufenamide,CCOC(=O)[C@H](CC1=CC=C(C=C1)F)NC(=O)[C@H](CC2=CC=C(C=C2)N(CCCl)CCCl)N,CN[C@@H](Cc1ccc(F)cc1)C(C)=O,-5.5,195.237,1.5452,4,2,1,83.133,-1.191,1.413,95.033,-2.304,No,No,No,0.542,0.446,0.222,-1.777,No,No,Yes,No,No,Yes,No,0.962,No,No,0.563,No,No,2.212,2.233,No,Yes,0.574,1.594
Mobocertinib,CC(C)OC(=O)C1=CN=C(N=C1C2=CN(C3=CC=CC=C32)C)NC4=C(C=C(C(=C4)NC(=O)C=C)N(C)CCN(C)C)OC,Cc1cn(C)c2ccccc12,-5.9,145.205,2.48672,0,1,0,66.262,-2.848,1.362,97.142,-1.442,Yes,No,No,0.495,0.315,0.567,-1.838,No,No,Yes,No,No,No,No,0.545,No,No,0.574,No,No,1.899,2.034,Yes,Yes,0.719,0.362
Neratinib,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)OCC4=CC=CC=N4)Cl)C#N)NC(=O)/C=C/CN(C)C,CCOc1cc2ncc(C#N)c(C)c2cc1NC,-6,241.294,2.8553,3,4,1,106.213,-3.338,1.237,95.888,-2.931,Yes,No,No,0.679,0.251,-0.061,-2.835,No,No,Yes,Yes,No,No,No,0.672,No,Yes,0.432,No,No,2.205,1.096,No,No,0.535,0.121
Nilotinib,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)C(F)(F)F)N3C=C(N=C3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,CC(=O)c1ccc(C)c(C)c1,-6.3,148.205,2.50604,1,1,0,67.053,-2.697,1.2,97.766,-1.974,No,No,No,0.261,0.379,0.408,-1.989,No,No,Yes,No,No,No,No,0.293,No,No,1.192,No,No,1.686,2.077,No,Yes,0.528,1.057
Niraparib,C1C[C@H](CNC1)C2=CC=C(C=C2)N3C=C4C=CC=C(C4=N3)C(=O)N,Cc1ccc([C@@H]2CCCNC2)cc1,-6.6,175.275,2.46202,1,1,1,80.165,-2.261,1.367,93.827,-1.487,No,No,No,1.247,0.422,0.632,-1.984,No,No,Yes,No,No,Yes,No,0.958,No,No,0.263,No,No,2.329,1.402,Yes,Yes,1.207,1.289
Olaparib,C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F,CC(=O)c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F,-9.1,296.301,2.8556,3,3,1,125.161,-3.435,0.943,93.735,-2.736,Yes,No,Yes,0.02,0.089,0.133,-2.331,No,Yes,Yes,Yes,No,No,No,0.518,No,No,0.49,No,Yes,2.507,0.999,Yes,No,0.368,-0.326
Omacetaxine mepesuccinate,CC(C)(CCC[C@@](CC(=O)OC)(C(=O)O[C@H]1[C@H]2C3=CC4=C(C=C3CCN5[C@@]2(CCC5)C=C1OC)OCO4)O)O,COC1=C[C@]23CCCN2CCc2cc4c(cc2[C@@H]3[C@@H]1C)OCO4,-8.2,313.397,3.0696,1,4,0,136.563,-3.455,1.985,93.104,-2.896,Yes,Yes,No,1.117,0.232,0.144,-2.302,No,Yes,No,No,No,No,No,0.99,Yes,Yes,-0.98,No,Yes,2.895,1.126,No,No,0.878,0.856
